python_version,interpreter_mode,threads,workload_size,execution_time
3.13.13,standard (gil),1,5000000,1.542697124
3.13.13,standard (gil),2,5000000,3.3238158030000022
3.13.13,standard (gil),3,5000000,4.594509563000003
3.13.13,standard (gil),4,5000000,6.142267492999991
